date,province,salinity_ppt,temperature_c,rainfall_mm,humidity_pct,ph,water_level_cm,risk_index,risk_label,season
2024-04-29,Ben Tre,3.34,31.1,0.0,71.0,7.5,51.2,62,Medium,Dry
2024-04-29,Ca Mau,5.02,31.0,0.0,66.0,7.23,59.8,75,High,Dry
2024-04-30,Kien Giang,3.37,31.2,0.0,64.0,7.53,54.3,64,Medium,Dry
2024-04-30,Soc Trang,3.72,30.4,0.0,63.0,7.43,53.5,64,Medium,Dry
2024-04-30,Bac Lieu,4.29,31.3,0.0,67.0,7.29,58.0,70,High,Dry
2024-04-30,Ben Tre,3.66,31.9,0.0,61.0,7.48,51.3,69,High,Dry
2024-04-30,Ca Mau,4.47,32.0,0.0,61.0,7.31,46.0,75,High,Dry
2024-05-01,Kien Giang,2.61,31.2,0.0,65.0,7.62,54.5,58,Medium,Rainy
2024-05-01,Soc Trang,3.75,30.9,0.0,63.0,7.44,43.7,66,High,Rainy
2024-05-01,Bac Lieu,4.05,30.9,0.0,68.0,7.35,48.3,67,High,Rainy
2024-05-01,Ben Tre,3.6,30.8,0.0,66.0,7.44,51.5,64,Medium,Rainy
2024-05-01,Ca Mau,5.13,31.5,0.0,62.0,7.17,55.9,78,High,Rainy
2024-05-02,Kien Giang,3.0,30.9,0.0,70.0,7.57,56.2,59,Medium,Rainy
2024-05-02,Soc Trang,3.49,30.6,0.0,68.0,7.44,52.4,62,Medium,Rainy
2024-05-02,Bac Lieu,3.93,31.2,0.0,62.0,7.37,56.5,68,High,Rainy
2024-05-02,Ben Tre,3.46,31.0,0.0,67.0,7.43,53.8,63,Medium,Rainy
2024-05-02,Ca Mau,4.56,31.4,0.0,70.0,7.3,56.6,72,High,Rainy
2024-05-03,Kien Giang,2.79,31.1,0.0,67.0,7.49,51.0,59,Medium,Rainy
2024-05-03,Soc Trang,3.71,31.3,0.0,67.0,7.37,47.8,66,High,Rainy
2024-05-03,Bac Lieu,3.94,31.1,0.0,61.0,7.33,52.1,68,High,Rainy
2024-05-03,Ben Tre,3.25,31.4,0.0,69.0,7.46,56.2,63,Medium,Rainy
2024-05-03,Ca Mau,4.16,31.2,0.0,70.0,7.29,54.0,69,High,Rainy
2024-05-04,Kien Giang,2.72,31.7,0.0,67.0,7.5,52.7,60,Medium,Rainy
2024-05-04,Soc Trang,3.91,31.2,0.0,68.0,7.4,54.1,67,High,Rainy
2024-05-04,Bac Lieu,4.3,31.1,0.0,69.0,7.3,58.7,70,High,Rainy
2024-05-04,Ben Tre,3.31,30.6,0.0,61.0,7.45,49.6,62,Medium,Rainy
2024-05-04,Ca Mau,4.33,30.9,0.0,67.0,7.24,50.1,70,High,Rainy
2024-05-05,Kien Giang,2.86,31.9,0.0,66.0,7.58,57.7,62,Medium,Rainy
2024-05-05,Soc Trang,3.41,31.1,0.0,68.0,7.42,55.4,63,Medium,Rainy
2024-05-05,Bac Lieu,3.52,31.8,0.0,59.0,7.38,52.9,68,High,Rainy
2024-05-05,Ben Tre,3.37,31.0,0.0,66.0,7.43,56.7,63,Medium,Rainy
2024-05-05,Ca Mau,4.12,31.1,0.0,66.0,7.3,54.9,69,High,Rainy
2024-05-06,Kien Giang,2.41,31.1,0.0,65.0,7.53,56.7,56,Medium,Rainy
2024-05-06,Soc Trang,3.32,30.9,0.0,64.0,7.41,54.9,62,Medium,Rainy
2024-05-06,Bac Lieu,3.9,31.2,0.0,71.0,7.33,54.2,67,High,Rainy
2024-05-06,Ben Tre,3.13,31.0,0.0,67.0,7.59,50.7,61,Medium,Rainy
2024-05-06,Ca Mau,4.19,31.0,0.0,67.0,7.31,57.7,69,High,Rainy
2024-05-07,Kien Giang,3.09,30.2,0.0,62.0,7.38,55.2,59,Medium,Rainy
2024-05-07,Soc Trang,3.11,31.3,0.0,66.0,7.39,54.9,62,Medium,Rainy
2024-05-07,Bac Lieu,3.69,30.0,0.0,65.0,7.41,46.7,62,Medium,Rainy
2024-05-07,Ben Tre,3.58,31.2,15.0,67.0,7.54,50.6,61,Medium,Rainy
2024-05-07,Ca Mau,4.34,30.2,0.5,66.0,7.36,48.5,67,High,Rainy
2024-05-08,Kien Giang,2.83,31.4,0.0,66.0,7.45,57.9,60,Medium,Rainy
2024-05-08,Soc Trang,3.44,30.9,0.0,70.0,7.4,58.3,62,Medium,Rainy
2024-05-08,Bac Lieu,3.53,31.1,0.0,68.0,7.36,47.8,64,Medium,Rainy
2024-05-08,Ben Tre,3.68,31.2,0.4,69.0,7.47,54.0,65,Medium,Rainy
2024-05-08,Ca Mau,3.84,30.7,0.0,70.0,7.3,50.1,65,Medium,Rainy
2024-05-09,Kien Giang,2.63,31.6,0.4,68.0,7.52,53.1,59,Medium,Rainy
2024-05-09,Soc Trang,2.97,31.4,0.0,68.0,7.42,51.4,61,Medium,Rainy
2024-05-09,Bac Lieu,3.34,30.6,0.0,65.0,7.33,53.0,62,Medium,Rainy
2024-05-09,Ben Tre,3.36,31.3,0.0,68.0,7.43,53.9,63,Medium,Rainy
2024-05-09,Ca Mau,4.02,31.0,0.0,67.0,7.28,48.0,68,High,Rainy
2024-05-10,Kien Giang,2.95,31.1,0.0,62.0,7.48,53.6,61,Medium,Rainy
2024-05-10,Soc Trang,2.99,30.8,0.0,64.0,7.47,48.6,60,Medium,Rainy
2024-05-10,Bac Lieu,3.38,30.5,0.0,68.0,7.36,51.6,61,Medium,Rainy
2024-05-10,Ben Tre,2.57,31.2,0.0,65.0,7.54,49.3,58,Medium,Rainy
2024-05-10,Ca Mau,3.89,31.6,0.0,66.0,7.36,49.4,69,High,Rainy
2024-05-11,Kien Giang,2.86,30.8,0.0,70.0,7.52,55.6,58,Medium,Rainy
2024-05-11,Soc Trang,3.24,30.7,0.0,64.0,7.34,55.0,61,Medium,Rainy
2024-05-11,Bac Lieu,3.38,30.3,0.0,71.0,7.43,50.9,60,Medium,Rainy
2024-05-11,Ben Tre,2.71,31.2,0.0,65.0,7.39,53.4,59,Medium,Rainy
2024-05-11,Ca Mau,3.39,31.1,0.0,67.0,7.35,54.0,63,Medium,Rainy
2024-05-12,Kien Giang,2.62,31.0,0.0,64.0,7.56,57.4,58,Medium,Rainy
2024-05-12,Soc Trang,3.58,30.9,0.0,64.0,7.42,47.1,64,Medium,Rainy
2024-05-12,Bac Lieu,3.64,30.9,0.0,68.0,7.24,60.3,64,Medium,Rainy
2024-05-12,Ben Tre,2.69,31.3,0.0,64.0,7.5,51.1,59,Medium,Rainy
2024-05-12,Ca Mau,3.77,31.0,0.0,67.0,7.33,56.1,66,High,Rainy
2024-05-13,Kien Giang,2.35,31.3,0.0,64.0,7.5,57.0,57,Medium,Rainy
2024-05-13,Soc Trang,3.1,31.5,0.4,69.0,7.38,54.5,62,Medium,Rainy
2024-05-13,Bac Lieu,3.53,31.1,0.0,67.0,7.41,50.9,64,Medium,Rainy
2024-05-13,Ben Tre,2.87,31.1,0.0,68.0,7.5,46.4,59,Medium,Rainy
2024-05-13,Ca Mau,3.09,31.0,0.0,69.0,7.37,50.0,60,Medium,Rainy
2024-05-14,Kien Giang,2.46,30.7,0.0,65.0,7.46,45.4,55,Medium,Rainy
2024-05-14,Soc Trang,2.78,31.2,0.0,69.0,7.42,52.0,59,Medium,Rainy
2024-05-14,Bac Lieu,3.38,31.3,0.0,68.0,7.27,50.5,64,Medium,Rainy
2024-05-14,Ben Tre,2.78,30.8,0.0,65.0,7.46,57.2,58,Medium,Rainy
2024-05-14,Ca Mau,3.36,31.2,10.8,64.0,7.29,50.5,61,Medium,Rainy
2024-05-15,Kien Giang,2.67,31.4,17.0,70.0,7.66,55.4,54,Medium,Rainy
2024-05-15,Soc Trang,3.06,30.7,0.0,67.0,7.44,54.6,59,Medium,Rainy
2024-05-15,Bac Lieu,3.49,31.2,0.0,68.0,7.39,51.6,64,Medium,Rainy
2024-05-15,Ben Tre,2.39,31.4,0.0,67.0,7.45,55.1,57,Medium,Rainy
2024-05-15,Ca Mau,3.09,31.1,0.0,67.0,7.3,56.3,61,Medium,Rainy
2024-05-16,Kien Giang,2.17,31.1,0.0,65.0,7.6,59.1,54,Medium,Rainy
2024-05-16,Soc Trang,3.05,30.8,0.0,64.0,7.36,47.7,60,Medium,Rainy
2024-05-16,Bac Lieu,3.27,31.3,0.0,67.0,7.4,53.0,63,Medium,Rainy
2024-05-16,Ben Tre,2.89,30.6,0.0,66.0,7.44,51.7,58,Medium,Rainy
2024-05-16,Ca Mau,3.28,31.2,0.0,69.0,7.34,60.5,62,Medium,Rainy
2024-05-17,Kien Giang,2.55,31.6,0.0,66.0,7.51,53.8,59,Medium,Rainy
2024-05-17,Soc Trang,2.84,31.5,0.6,64.0,7.47,51.1,61,Medium,Rainy
2024-05-17,Bac Lieu,2.94,31.2,0.0,64.0,7.48,46.8,61,Medium,Rainy
2024-05-17,Ben Tre,2.66,30.9,0.0,68.0,7.49,53.0,57,Medium,Rainy
2024-05-17,Ca Mau,3.26,31.3,0.0,68.0,7.27,52.9,63,Medium,Rainy
2024-05-18,Kien Giang,2.07,31.0,0.0,68.0,7.5,59.2,53,Medium,Rainy
2024-05-18,Soc Trang,2.8,30.7,11.8,66.0,7.53,51.8,55,Medium,Rainy
2024-05-18,Bac Lieu,2.94,31.7,0.5,65.0,7.36,56.1,62,Medium,Rainy
2024-05-18,Ben Tre,2.21,30.8,0.0,71.0,7.48,56.1,53,Medium,Rainy
2024-05-18,Ca Mau,2.99,31.2,0.0,66.0,7.39,56.8,61,Medium,Rainy
2024-05-19,Kien Giang,2.0,31.4,0.0,67.0,7.58,45.6,54,Medium,Rainy
2024-05-19,Soc Trang,2.62,31.1,0.0,68.0,7.51,52.4,57,Medium,Rainy
2024-05-19,Bac Lieu,2.59,31.4,0.0,66.0,7.37,54.9,58,Medium,Rainy
2024-05-19,Ben Tre,2.23,31.3,0.0,70.0,7.47,53.4,55,Medium,Rainy
2024-05-19,Ca Mau,3.15,30.9,0.0,66.0,7.3,59.2,61,Medium,Rainy
2024-05-20,Kien Giang,2.29,30.7,0.0,65.0,7.52,57.0,54,Medium,Rainy
2024-05-20,Soc Trang,2.61,31.2,0.0,69.0,7.41,43.0,57,Medium,Rainy
2024-05-20,Bac Lieu,2.48,31.3,0.7,62.0,7.25,56.2,58,Medium,Rainy
2024-05-20,Ben Tre,2.53,31.1,0.0,71.0,7.42,53.1,56,Medium,Rainy
2024-05-20,Ca Mau,3.01,30.4,0.0,67.0,7.37,55.7,58,Medium,Rainy
2024-05-21,Kien Giang,2.1,31.9,0.0,65.0,7.62,52.2,56,Medium,Rainy
2024-05-21,Soc Trang,2.32,30.8,0.0,65.0,7.54,50.2,55,Medium,Rainy
2024-05-21,Bac Lieu,2.88,31.1,0.0,63.0,7.41,49.5,60,Medium,Rainy
2024-05-21,Ben Tre,2.07,31.4,0.0,69.0,7.52,52.4,54,Medium,Rainy
2024-05-21,Ca Mau,3.35,30.8,0.5,65.0,7.27,55.7,62,Medium,Rainy
2024-05-22,Kien Giang,1.74,30.7,0.0,67.0,7.58,56.6,50,Medium,Rainy
2024-05-22,Soc Trang,2.5,31.2,0.0,70.0,7.45,51.6,56,Medium,Rainy
2024-05-22,Bac Lieu,2.28,30.6,0.0,68.0,7.4,58.1,53,Medium,Rainy
2024-05-22,Ben Tre,2.09,30.8,0.0,68.0,7.53,54.5,52,Medium,Rainy
2024-05-22,Ca Mau,2.89,31.1,0.0,73.0,7.39,55.8,58,Medium,Rainy
2024-05-23,Kien Giang,1.93,31.1,0.0,66.0,7.56,42.4,52,Medium,Rainy
2024-05-23,Soc Trang,2.18,31.1,0.0,64.0,7.45,49.9,55,Medium,Rainy
2024-05-23,Bac Lieu,2.36,31.2,0.0,67.0,7.33,56.0,56,Medium,Rainy
2024-05-23,Ben Tre,2.3,31.2,0.0,71.0,7.48,54.0,55,Medium,Rainy
2024-05-23,Ca Mau,3.09,30.6,0.0,67.0,7.32,52.1,59,Medium,Rainy
2024-05-24,Kien Giang,1.94,30.8,0.0,66.0,7.6,49.4,52,Medium,Rainy
2024-05-24,Soc Trang,1.99,31.3,0.0,68.0,7.4,53.0,53,Medium,Rainy
2024-05-24,Bac Lieu,2.68,31.4,0.0,69.0,7.39,45.7,58,Medium,Rainy
2024-05-24,Ben Tre,1.84,31.3,0.0,59.0,7.53,54.9,53,Medium,Rainy
2024-05-24,Ca Mau,2.49,30.3,0.0,69.0,7.32,46.5,54,Medium,Rainy
2024-05-25,Kien Giang,1.78,30.9,0.0,68.0,7.56,49.7,50,Medium,Rainy
2024-05-25,Soc Trang,1.68,31.2,0.0,69.0,7.47,49.3,50,Medium,Rainy
2024-05-25,Bac Lieu,2.22,30.7,0.0,69.0,7.48,52.7,53,Medium,Rainy
2024-05-25,Ben Tre,1.57,31.3,0.0,68.0,7.51,58.8,50,Medium,Rainy
2024-05-25,Ca Mau,2.61,30.6,0.0,67.0,7.3,54.1,56,Medium,Rainy
2024-05-26,Kien Giang,1.81,30.9,0.0,70.0,7.51,57.5,50,Medium,Rainy
2024-05-26,Soc Trang,2.44,30.5,10.4,68.0,7.46,61.8,51,Medium,Rainy
2024-05-26,Bac Lieu,2.5,30.7,0.0,67.0,7.46,56.3,55,Medium,Rainy
2024-05-26,Ben Tre,1.85,30.1,0.0,66.0,7.55,45.3,49,Medium,Rainy
2024-05-26,Ca Mau,2.86,32.0,0.0,74.0,7.37,57.8,61,Medium,Rainy
2024-05-27,Kien Giang,1.65,31.0,0.0,66.0,7.5,54.5,50,Medium,Rainy
2024-05-27,Soc Trang,2.06,30.3,0.5,67.0,7.62,59.7,51,Medium,Rainy
2024-05-27,Bac Lieu,2.31,30.5,0.0,65.0,7.43,52.4,54,Medium,Rainy
2024-05-27,Ben Tre,2.16,31.3,0.0,71.0,7.46,56.4,54,Medium,Rainy
2024-05-27,Ca Mau,2.36,31.2,0.0,66.0,7.43,55.6,56,Medium,Rainy
2024-05-28,Kien Giang,1.43,31.2,0.0,65.0,7.55,54.6,49,Medium,Rainy
2024-05-28,Soc Trang,1.95,30.5,0.0,70.0,7.5,53.7,50,Medium,Rainy
2024-05-28,Bac Lieu,2.34,30.5,0.0,70.0,7.38,51.0,53,Medium,Rainy
2024-05-28,Ben Tre,1.64,31.0,0.5,67.0,7.59,58.1,50,Medium,Rainy
2024-05-28,Ca Mau,2.66,31.0,0.0,67.0,7.41,59.6,57,Medium,Rainy
2024-05-29,Kien Giang,1.65,31.6,0.0,69.0,7.54,53.8,51,Medium,Rainy
2024-05-29,Soc Trang,2.16,31.0,0.0,63.0,7.53,59.3,54,Medium,Rainy
2024-05-29,Bac Lieu,2.23,30.7,0.0,68.0,7.47,58.8,53,Medium,Rainy
2024-05-29,Ben Tre,1.8,30.4,0.0,66.0,7.61,59.0,49,Medium,Rainy
2024-05-29,Ca Mau,1.97,30.6,0.0,69.0,7.43,58.2,51,Medium,Rainy
2024-05-30,Kien Giang,1.47,31.3,0.0,71.0,7.57,57.5,49,Medium,Rainy
2024-05-30,Soc Trang,1.56,30.8,0.0,67.0,7.46,52.4,49,Medium,Rainy
2024-05-30,Bac Lieu,2.4,31.3,0.0,68.0,7.34,48.4,56,Medium,Rainy
2024-05-30,Ben Tre,1.37,30.3,0.0,69.0,7.42,51.5,45,Medium,Rainy
2024-05-30,Ca Mau,2.36,31.2,0.0,72.0,7.34,55.9,55,Medium,Rainy
2024-05-31,Kien Giang,2.05,31.0,0.0,68.0,7.59,53.7,53,Medium,Rainy
2024-05-31,Soc Trang,2.16,30.9,13.5,72.0,7.47,57.9,49,Medium,Rainy
2024-05-31,Bac Lieu,2.13,30.7,0.0,65.0,7.46,57.7,53,Medium,Rainy
2024-05-31,Ben Tre,1.61,30.6,0.5,73.0,7.56,56.2,47,Medium,Rainy
2024-05-31,Ca Mau,2.11,30.8,18.6,66.0,7.54,61.2,48,Medium,Rainy
2024-06-01,Kien Giang,1.34,31.0,2.2,75.0,7.53,53.3,46,Medium,Rainy
2024-06-01,Soc Trang,1.37,30.7,0.0,72.0,7.52,58.2,46,Medium,Rainy
2024-06-01,Bac Lieu,2.3,31.1,46.1,73.0,7.6,69.2,43,Medium,Rainy
2024-06-01,Ben Tre,1.79,31.1,1.9,72.0,7.42,56.7,50,Medium,Rainy
2024-06-01,Ca Mau,2.0,31.3,0.0,70.0,7.34,52.1,53,Medium,Rainy
2024-06-02,Kien Giang,1.31,30.4,0.0,68.0,7.57,60.3,45,Medium,Rainy
2024-06-02,Soc Trang,1.27,30.7,0.0,69.0,7.57,56.6,46,Medium,Rainy
2024-06-02,Bac Lieu,1.36,30.9,7.7,71.0,7.38,59.3,45,Medium,Rainy
2024-06-02,Ben Tre,1.6,30.9,0.0,73.0,7.47,57.1,48,Medium,Rainy
2024-06-02,Ca Mau,1.7,30.9,0.0,71.0,7.49,56.6,49,Medium,Rainy
2024-06-03,Kien Giang,1.41,31.0,13.0,70.0,7.65,55.9,44,Medium,Rainy
2024-06-03,Soc Trang,1.51,30.6,0.0,70.0,7.48,59.8,47,Medium,Rainy
2024-06-03,Bac Lieu,1.71,30.6,5.8,72.0,7.51,60.1,47,Medium,Rainy
2024-06-03,Ben Tre,1.46,31.2,0.0,71.0,7.53,53.3,48,Medium,Rainy
2024-06-03,Ca Mau,1.63,30.9,0.0,71.0,7.37,52.6,49,Medium,Rainy
2024-06-04,Kien Giang,1.04,30.0,0.0,65.0,7.58,54.0,43,Medium,Rainy
2024-06-04,Soc Trang,1.58,30.5,17.8,73.0,7.53,62.2,42,Medium,Rainy
2024-06-04,Bac Lieu,1.74,31.0,0.0,71.0,7.4,55.7,50,Medium,Rainy
2024-06-04,Ben Tre,1.28,30.6,0.0,72.0,7.55,61.4,45,Medium,Rainy
2024-06-04,Ca Mau,1.5,31.1,0.0,66.0,7.39,57.1,49,Medium,Rainy
2024-06-05,Kien Giang,1.87,30.1,13.0,66.0,7.59,69.7,46,Medium,Rainy
2024-06-05,Soc Trang,1.6,31.0,20.5,69.0,7.53,58.6,44,Medium,Rainy
2024-06-05,Bac Lieu,1.04,30.9,0.0,72.0,7.52,50.6,44,Medium,Rainy
2024-06-05,Ben Tre,1.38,31.0,0.0,72.0,7.54,58.4,47,Medium,Rainy
2024-06-05,Ca Mau,1.65,30.5,0.0,73.0,7.33,52.2,47,Medium,Rainy
2024-06-06,Kien Giang,1.26,30.9,0.0,70.0,7.58,61.4,46,Medium,Rainy
2024-06-06,Soc Trang,1.36,31.7,0.0,73.0,7.51,58.1,49,Medium,Rainy
2024-06-06,Bac Lieu,1.38,31.0,0.0,67.0,7.46,58.0,48,Medium,Rainy
2024-06-06,Ben Tre,1.16,29.8,0.0,63.0,7.61,58.4,43,Medium,Rainy
2024-06-06,Ca Mau,1.51,30.9,0.0,68.0,7.46,59.2,48,Medium,Rainy
2024-06-07,Kien Giang,1.22,30.4,0.0,69.0,7.55,58.7,45,Medium,Rainy
2024-06-07,Soc Trang,1.18,31.4,0.0,69.0,7.51,61.2,47,Medium,Rainy
2024-06-07,Bac Lieu,1.3,30.6,0.0,72.0,7.41,55.8,45,Medium,Rainy
2024-06-07,Ben Tre,1.07,30.1,0.0,71.0,7.46,51.2,42,Medium,Rainy
2024-06-07,Ca Mau,1.35,30.4,0.0,73.0,7.35,59.8,45,Medium,Rainy
2024-06-08,Kien Giang,0.78,30.6,0.0,71.0,7.65,59.7,42,Medium,Rainy
2024-06-08,Soc Trang,1.32,30.1,0.0,69.0,7.55,54.6,44,Medium,Rainy
2024-06-08,Bac Lieu,1.49,30.9,1.2,67.0,7.44,63.5,48,Medium,Rainy
2024-06-08,Ben Tre,1.43,31.0,0.0,71.0,7.44,56.1,48,Medium,Rainy
2024-06-08,Ca Mau,1.96,31.3,0.0,71.0,7.4,55.0,53,Medium,Rainy
2024-06-09,Kien Giang,1.0,30.8,0.0,66.0,7.57,62.2,45,Medium,Rainy
2024-06-09,Soc Trang,1.41,30.4,10.1,71.0,7.49,60.7,43,Medium,Rainy
2024-06-09,Bac Lieu,1.0,31.2,0.0,69.0,7.47,59.1,45,Medium,Rainy
2024-06-09,Ben Tre,0.82,30.7,0.0,66.0,7.51,52.4,43,Medium,Rainy
2024-06-09,Ca Mau,1.64,30.9,15.2,69.0,7.38,61.5,45,Medium,Rainy
2024-06-10,Kien Giang,0.99,30.5,0.0,69.0,7.56,57.9,43,Medium,Rainy
2024-06-10,Soc Trang,1.28,30.8,0.0,73.0,7.44,60.0,46,Medium,Rainy
2024-06-10,Bac Lieu,0.6,30.6,10.2,74.0,7.45,63.0,37,Medium,Rainy
2024-06-10,Ben Tre,0.79,30.8,0.0,66.0,7.53,52.2,43,Medium,Rainy
2024-06-10,Ca Mau,1.22,30.4,0.0,70.0,7.37,50.6,44,Medium,Rainy
2024-06-11,Kien Giang,0.37,30.1,0.0,68.0,7.67,56.9,37,Medium,Rainy
2024-06-11,Soc Trang,0.9,30.6,33.4,79.0,7.64,67.8,33,Low,Rainy
2024-06-11,Bac Lieu,1.23,30.4,0.0,72.0,7.43,59.5,44,Medium,Rainy
2024-06-11,Ben Tre,0.84,30.3,0.0,68.0,7.5,60.7,42,Medium,Rainy
2024-06-11,Ca Mau,0.89,30.5,0.0,73.0,7.32,61.0,42,Medium,Rainy
2024-06-12,Kien Giang,0.84,30.5,0.0,69.0,7.56,54.2,42,Medium,Rainy
2024-06-12,Soc Trang,0.68,30.7,0.0,71.0,7.47,62.9,41,Medium,Rainy
2024-06-12,Bac Lieu,1.25,30.4,0.0,69.0,7.48,57.0,45,Medium,Rainy
2024-06-12,Ben Tre,0.67,30.3,0.4,68.0,7.54,49.0,40,Medium,Rainy
2024-06-12,Ca Mau,1.17,30.9,0.4,65.0,7.31,58.3,46,Medium,Rainy
2024-06-13,Kien Giang,0.9,30.0,23.3,74.0,7.57,64.0,34,Low,Rainy
2024-06-13,Soc Trang,1.04,30.3,5.7,73.0,7.55,60.9,41,Medium,Rainy
2024-06-13,Bac Lieu,1.39,31.4,28.9,77.0,7.47,71.0,40,Medium,Rainy
2024-06-13,Ben Tre,0.43,30.5,6.3,71.0,7.59,67.1,37,Medium,Rainy
2024-06-13,Ca Mau,1.06,31.0,0.0,71.0,7.36,58.1,45,Medium,Rainy
2024-06-14,Kien Giang,0.2,30.7,0.0,68.0,7.65,52.8,38,Medium,Rainy
2024-06-14,Soc Trang,1.25,31.0,0.0,72.0,7.48,55.5,46,Medium,Rainy
2024-06-14,Bac Lieu,1.34,30.9,9.6,69.0,7.46,60.5,45,Medium,Rainy
2024-06-14,Ben Tre,1.33,30.6,0.0,70.0,7.56,62.4,46,Medium,Rainy
2024-06-14,Ca Mau,1.23,30.8,0.0,69.0,7.3,56.0,46,Medium,Rainy
2024-06-15,Kien Giang,0.78,30.5,11.4,77.0,7.69,62.5,37,Medium,Rainy
2024-06-15,Soc Trang,1.1,30.8,0.0,70.0,7.45,64.8,45,Medium,Rainy
2024-06-15,Bac Lieu,0.93,30.8,1.0,69.0,7.42,63.8,43,Medium,Rainy
2024-06-15,Ben Tre,0.59,30.5,0.0,71.0,7.52,61.7,40,Medium,Rainy
2024-06-15,Ca Mau,1.32,31.2,0.6,74.0,7.35,60.7,47,Medium,Rainy
2024-06-16,Kien Giang,0.97,30.5,15.2,69.0,7.59,72.1,39,Medium,Rainy
2024-06-16,Soc Trang,1.17,30.3,0.0,74.0,7.52,66.6,43,Medium,Rainy
2024-06-16,Bac Lieu,1.24,30.0,12.1,75.0,7.49,66.6,40,Medium,Rainy
2024-06-16,Ben Tre,0.99,30.5,0.0,71.0,7.57,60.0,43,Medium,Rainy
2024-06-16,Ca Mau,1.27,31.3,0.0,70.0,7.38,56.6,48,Medium,Rainy
2024-06-17,Kien Giang,0.33,30.5,5.9,72.0,7.6,63.7,36,Medium,Rainy
2024-06-17,Soc Trang,0.78,30.0,0.0,74.0,7.49,66.4,39,Medium,Rainy
2024-06-17,Bac Lieu,0.7,31.3,11.7,75.0,7.5,65.8,40,Medium,Rainy
2024-06-17,Ben Tre,0.71,30.3,0.0,68.0,7.59,62.8,41,Medium,Rainy
2024-06-17,Ca Mau,1.17,30.3,0.0,73.0,7.4,56.3,43,Medium,Rainy
2024-06-18,Kien Giang,0.72,30.5,0.5,72.0,7.55,60.8,41,Medium,Rainy
2024-06-18,Soc Trang,0.76,30.8,0.0,69.0,7.49,62.0,42,Medium,Rainy
2024-06-18,Bac Lieu,1.24,31.2,9.8,74.0,7.54,67.8,44,Medium,Rainy
2024-06-18,Ben Tre,0.82,30.6,0.6,74.0,7.59,60.5,41,Medium,Rainy
2024-06-18,Ca Mau,1.13,29.8,0.0,73.0,7.4,66.1,41,Medium,Rainy
2024-06-19,Kien Giang,0.73,29.6,0.0,76.0,7.55,65.5,37,Medium,Rainy
2024-06-19,Soc Trang,1.25,30.8,13.1,73.0,7.46,64.0,42,Medium,Rainy
2024-06-19,Bac Lieu,1.16,30.8,0.0,72.0,7.4,64.0,45,Medium,Rainy
2024-06-19,Ben Tre,0.94,29.8,0.0,70.0,7.59,62.3,40,Medium,Rainy
2024-06-19,Ca Mau,1.5,30.7,0.0,77.0,7.44,49.3,46,Medium,Rainy
2024-06-20,Kien Giang,0.71,30.6,0.0,72.0,7.63,62.2,41,Medium,Rainy
2024-06-20,Soc Trang,0.6,29.9,9.2,72.0,7.62,62.4,36,Medium,Rainy
2024-06-20,Bac Lieu,1.39,30.1,0.0,77.0,7.45,62.5,44,Medium,Rainy
2024-06-20,Ben Tre,0.84,30.2,0.5,72.0,7.55,60.1,41,Medium,Rainy
2024-06-20,Ca Mau,1.8,30.3,0.0,71.0,7.39,65.0,48,Medium,Rainy
2024-06-21,Kien Giang,0.76,30.9,0.0,68.0,7.61,62.7,43,Medium,Rainy
2024-06-21,Soc Trang,1.08,30.2,0.0,73.0,7.48,63.6,42,Medium,Rainy
2024-06-21,Bac Lieu,1.26,30.2,0.0,68.0,7.42,64.3,44,Medium,Rainy
2024-06-21,Ben Tre,0.62,29.9,10.3,70.0,7.55,65.2,36,Medium,Rainy
2024-06-21,Ca Mau,1.11,30.5,30.0,76.0,7.5,74.3,35,Low,Rainy
2024-06-22,Kien Giang,0.55,31.1,19.4,82.0,7.69,67.8,35,Low,Rainy
2024-06-22,Soc Trang,0.68,30.3,0.0,72.0,7.39,61.8,40,Medium,Rainy
2024-06-22,Bac Lieu,1.18,30.0,0.0,75.0,7.41,55.9,42,Medium,Rainy
2024-06-22,Ben Tre,0.75,30.4,0.0,77.0,7.48,72.5,40,Medium,Rainy
2024-06-22,Ca Mau,0.98,30.2,17.3,76.0,7.4,68.2,37,Medium,Rainy
2024-06-23,Kien Giang,0.89,29.4,0.0,74.0,7.55,65.2,38,Medium,Rainy
2024-06-23,Soc Trang,1.69,30.3,0.0,66.0,7.46,56.9,48,Medium,Rainy
2024-06-23,Bac Lieu,1.03,31.0,0.0,72.0,7.41,58.5,45,Medium,Rainy
2024-06-23,Ben Tre,1.03,30.4,1.1,74.0,7.65,55.5,42,Medium,Rainy
2024-06-23,Ca Mau,1.51,30.3,0.0,69.0,7.4,63.9,46,Medium,Rainy
2024-06-24,Kien Giang,0.59,30.5,0.0,73.0,7.61,60.3,40,Medium,Rainy
2024-06-24,Soc Trang,1.44,30.9,2.7,74.0,7.46,62.8,46,Medium,Rainy
2024-06-24,Bac Lieu,0.65,31.0,6.7,74.0,7.49,67.1,40,Medium,Rainy
2024-06-24,Ben Tre,1.38,30.5,0.0,74.0,7.48,58.0,45,Medium,Rainy
2024-06-24,Ca Mau,1.2,31.0,0.0,76.0,7.29,64.6,45,Medium,Rainy
2024-06-25,Kien Giang,0.98,29.9,0.0,70.0,7.48,60.7,41,Medium,Rainy
2024-06-25,Soc Trang,0.68,30.1,0.0,75.0,7.44,62.8,39,Medium,Rainy
